id,plot,block,plotSize,exposition,side,substrateType,sandRatio,substrateDepth,seedmixType,targetType,seedDensity,surveyYear,vegetationCov,botanist,accumulatedCov,speciesRichness,shannon
L5_14_2019,L5_14,5,4,south,land,4,0,30,4,dry_grassland,8,2019,90,Markus Bauer,89,7,0.591586264
L5_14_2020,L5_14,5,4,south,land,4,0,30,4,dry_grassland,8,2020,80,Jakob Huber,89,13,1.337499413
L5_14_2021,L5_14,5,4,south,land,4,0,30,4,dry_grassland,8,2021,80,Markus Bauer,80.5,8,1.653693899
L5_15_2018,L5_15,5,4,south,land,4,0,30,3,dry_grassland,4,2018,30,Simon Reith,32.5,13,1.079828382
L5_15_2019,L5_15,5,4,south,land,4,0,30,3,dry_grassland,4,2019,75,Markus Bauer,74.5,12,1.293137832
L5_15_2020,L5_15,5,4,south,land,4,0,30,3,dry_grassland,4,2020,80,Jakob Huber,80.5,20,1.94047496
L5_15_2021,L5_15,5,4,south,land,4,0,30,3,dry_grassland,4,2021,70,Markus Bauer,74,22,2.186253127
L5_16_2018,L5_16,5,4,south,land,4,0,30,2,hay_meadow,8,2018,15,Simon Reith,15,8,1.219203284
L5_16_2019,L5_16,5,4,south,land,4,0,30,2,hay_meadow,8,2019,70,Markus Bauer,76,10,1.326600588
L5_16_2020,L5_16,5,4,south,land,4,0,30,2,hay_meadow,8,2020,80,Jakob Huber,92.5,19,1.460145341
L5_16_2021,L5_16,5,4,south,land,4,0,30,2,hay_meadow,8,2021,70,Markus Bauer,74,16,1.968761517
L5_17_2018,L5_17,5,4,south,land,5,25,30,1,hay_meadow,4,2018,50,Simon Reith,52,5,0.216342643
L5_17_2019,L5_17,5,4,south,land,5,25,30,1,hay_meadow,4,2019,85,Markus Bauer,84.5,6,0.849398435
L5_17_2020,L5_17,5,4,south,land,5,25,30,1,hay_meadow,4,2020,85,Jakob Huber,86.5,17,1.571756806
L5_17_2021,L5_17,5,4,south,land,5,25,30,1,hay_meadow,4,2021,60,Markus Bauer,60.5,18,2.127722417
L5_18_2018,L5_18,5,4,south,land,5,25,30,3,dry_grassland,4,2018,50,Simon Reith,52,5,0.216342643
L5_18_2019,L5_18,5,4,south,land,5,25,30,3,dry_grassland,4,2019,85,Markus Bauer,87,9,0.967736202
L5_18_2020,L5_18,5,4,south,land,5,25,30,3,dry_grassland,4,2020,75,Jakob Huber,86,24,1.422486684
L5_18_2021,L5_18,5,4,south,land,5,25,30,3,dry_grassland,4,2021,70,Markus Bauer,71,14,1.59653899
L5_19_2018,L5_19,5,4,south,land,5,25,30,2,hay_meadow,8,2018,45,Simon Reith,47.5,7,0.621371821
L5_19_2019,L5_19,5,4,south,land,5,25,30,2,hay_meadow,8,2019,75,Markus Bauer,80.5,13,1.007399593
L5_19_2020,L5_19,5,4,south,land,5,25,30,2,hay_meadow,8,2020,75,Jakob Huber,83,19,1.39379771
L5_19_2021,L5_19,5,4,south,land,5,25,30,2,hay_meadow,8,2021,80,Markus Bauer,86,11,1.322036374
L5_20_2018,L5_20,5,4,south,land,5,25,30,4,dry_grassland,8,2018,70,Simon Reith,71.5,9,0.462634593
L5_20_2019,L5_20,5,4,south,land,5,25,30,4,dry_grassland,8,2019,90,Markus Bauer,93.5,16,1.419451853
L5_20_2020,L5_20,5,4,south,land,5,25,30,4,dry_grassland,8,2020,80,Jakob Huber,86,21,1.808123223
L5_20_2021,L5_20,5,4,south,land,5,25,30,4,dry_grassland,8,2021,70,Markus Bauer,73,13,1.533863564
L5_21_2018,L5_21,5,4,south,land,6,50,30,3,dry_grassland,4,2018,70,Simon Reith,75,12,0.638599764
L5_21_2019,L5_21,5,4,south,land,6,50,30,3,dry_grassland,4,2019,70,Markus Bauer,69.5,4,0.83969997
L5_21_2020,L5_21,5,4,south,land,6,50,30,3,dry_grassland,4,2020,75,Jakob Huber,80.5,14,1.12561473
L5_21_2021,L5_21,5,4,south,land,6,50,30,3,dry_grassland,4,2021,70,Markus Bauer,75.5,11,1.685908351
L5_22_2018,L5_22,5,4,south,land,6,50,30,1,hay_meadow,4,2018,60,Simon Reith,62.5,7,0.507684208
L5_22_2019,L5_22,5,4,south,land,6,50,30,1,hay_meadow,4,2019,55,Markus Bauer,52,10,0.6469541
L5_22_2020,L5_22,5,4,south,land,6,50,30,1,hay_meadow,4,2020,65,Jakob Huber,66.5,15,1.325693746
L5_22_2021,L5_22,5,4,south,land,6,50,30,1,hay_meadow,4,2021,70,Markus Bauer,76,21,2.108601252
L5_23_2018,L5_23,5,4,south,land,6,50,30,4,dry_grassland,8,2018,40,Simon Reith,43,8,0.90114591
L5_23_2019,L5_23,5,4,south,land,6,50,30,4,dry_grassland,8,2019,75,Markus Bauer,74,12,0.849775826
L5_23_2020,L5_23,5,4,south,land,6,50,30,4,dry_grassland,8,2020,80,Jakob Huber,87.5,19,1.506240809
L5_23_2021,L5_23,5,4,south,land,6,50,30,4,dry_grassland,8,2021,70,Markus Bauer,78.5,17,1.852187879
L5_24_2018,L5_24,5,4,south,land,6,50,30,2,hay_meadow,8,2018,35,Simon Reith,36,8,0.715399028
L5_24_2019,L5_24,5,4,south,land,6,50,30,2,hay_meadow,8,2019,40,Markus Bauer,39.5,12,1.451781086
L5_24_2020,L5_24,5,4,south,land,6,50,30,2,hay_meadow,8,2020,60,Jakob Huber,60,15,1.828393205
L5_24_2021,L5_24,5,4,south,land,6,50,30,2,hay_meadow,8,2021,70,Markus Bauer,73.5,14,1.681578423
L6_01_2018,L6_01,6,4,south,land,1,0,15,4,dry_grassland,8,2018,10,Simon Reith,18.5,11,1.541994188
L6_01_2019,L6_01,6,4,south,land,1,0,15,4,dry_grassland,8,2019,50,Markus Bauer,47,13,1.233502265
L6_01_2020,L6_01,6,4,south,land,1,0,15,4,dry_grassland,8,2020,70,Katharina Beck,81,17,2.385013945
L6_01_2021,L6_01,6,4,south,land,1,0,15,4,dry_grassland,8,2021,80,Markus Bauer,81.5,19,2.269312328
L6_02_2018,L6_02,6,4,south,land,1,0,15,2,hay_meadow,8,2018,10,Simon Reith,21,13,1.783018303
L6_02_2019,L6_02,6,4,south,land,1,0,15,2,hay_meadow,8,2019,45,Markus Bauer,41.5,13,2.104597924
L6_02_2020,L6_02,6,4,south,land,1,0,15,2,hay_meadow,8,2020,55,Katharina Beck,71,18,2.194323216
L6_02_2021,L6_02,6,4,south,land,1,0,15,2,hay_meadow,8,2021,70,Markus Bauer,71,19,2.369928022
L6_03_2018,L6_03,6,4,south,land,1,0,15,3,dry_grassland,4,2018,55,Simon Reith,57.5,10,0.643998446
L6_03_2019,L6_03,6,4,south,land,1,0,15,3,dry_grassland,4,2019,65,Markus Bauer,60,13,1.297537223
L6_03_2020,L6_03,6,4,south,land,1,0,15,3,dry_grassland,4,2020,70,Katharina Beck,75.5,13,0.960090068
L6_03_2021,L6_03,6,4,south,land,1,0,15,3,dry_grassland,4,2021,70,Markus Bauer,72.5,15,1.686948187
L6_04_2018,L6_04,6,4,south,land,1,0,15,1,hay_meadow,4,2018,30,Simon Reith,30,10,1.671378782
L6_04_2019,L6_04,6,4,south,land,1,0,15,1,hay_meadow,4,2019,45,Markus Bauer,42,17,1.960188991
L6_04_2020,L6_04,6,4,south,land,1,0,15,1,hay_meadow,4,2020,60,Katharina Beck,72.5,23,2.442299653
L6_04_2021,L6_04,6,4,south,land,1,0,15,1,hay_meadow,4,2021,70,Markus Bauer,73.5,21,2.311240451
L6_05_2018,L6_05,6,4,south,land,2,25,15,3,dry_grassland,4,2018,25,Simon Reith,27,10,1.489591675
L6_05_2019,L6_05,6,4,south,land,2,25,15,3,dry_grassland,4,2019,50,Linda Weggler,46.5,18,2.111226779
L6_05_2020,L6_05,6,4,south,land,2,25,15,3,dry_grassland,4,2020,55,Katharina Beck,51,24,2.519136562
L6_05_2021,L6_05,6,4,south,land,2,25,15,3,dry_grassland,4,2021,50,Markus Bauer,50,15,1.920502431
L6_06_2018,L6_06,6,4,south,land,2,25,15,4,dry_grassland,8,2018,40,Simon Reith,48.5,9,0.89110982
L6_06_2019,L6_06,6,4,south,land,2,25,15,4,dry_grassland,8,2019,60,Linda Weggler,61.5,17,1.482821866
L6_06_2020,L6_06,6,4,south,land,2,25,15,4,dry_grassland,8,2020,60,Katharina Beck,70,19,2.25217017
L6_06_2021,L6_06,6,4,south,land,2,25,15,4,dry_grassland,8,2021,60,Markus Bauer,57,17,2.00158539
L6_07_2018,L6_07,6,4,south,land,2,25,15,1,hay_meadow,4,2018,20,Simon Reith,20.5,9,1.089642825
L6_07_2019,L6_07,6,4,south,land,2,25,15,1,hay_meadow,4,2019,60,Linda Weggler,67.5,17,1.215516934
L6_07_2020,L6_07,6,4,south,land,2,25,15,1,hay_meadow,4,2020,65,Katharina Beck,69.5,17,2.093617587
L6_07_2021,L6_07,6,4,south,land,2,25,15,1,hay_meadow,4,2021,60,Markus Bauer,66.5,13,2.012522895
L6_08_2018,L6_08,6,4,south,land,2,25,15,2,hay_meadow,8,2018,15,Simon Reith,15.5,7,1.15446455
L6_08_2019,L6_08,6,4,south,land,2,25,15,2,hay_meadow,8,2019,60,Linda Weggler,60.5,14,1.213124205
L6_08_2020,L6_08,6,4,south,land,2,25,15,2,hay_meadow,8,2020,70,Katharina Beck,80.5,16,1.946036667
L6_08_2021,L6_08,6,4,south,land,2,25,15,2,hay_meadow,8,2021,70,Markus Bauer,77,11,1.734470318
L6_09_2018,L6_09,6,4,south,land,3,50,15,1,hay_meadow,4,2018,50,Simon Reith,48.5,8,0.399629841
L6_09_2019,L6_09,6,4,south,land,3,50,15,1,hay_meadow,4,2019,40,Linda Weggler,43.5,18,2.502480597
L6_09_2020,L6_09,6,4,south,land,3,50,15,1,hay_meadow,4,2020,65,Katharina Beck,74,19,1.978612292
L6_09_2021,L6_09,6,4,south,land,3,50,15,1,hay_meadow,4,2021,60,Markus Bauer,63.5,20,2.214843792
L6_10_2018,L6_10,6,4,south,land,3,50,15,3,dry_grassland,4,2018,70,Simon Reith,69.5,8,0.59584057
L6_10_2019,L6_10,6,4,south,land,3,50,15,3,dry_grassland,4,2019,85,Linda Weggler,88.5,12,0.525764618
L6_10_2020,L6_10,6,4,south,land,3,50,15,3,dry_grassland,4,2020,85,Katharina Beck,85,14,0.834907117
L6_10_2021,L6_10,6,4,south,land,3,50,15,3,dry_grassland,4,2021,70,Markus Bauer,72.5,17,1.805989044
L6_11_2018,L6_11,6,4,south,land,3,50,15,2,hay_meadow,8,2018,20,Simon Reith,20,8,1.51485604
L6_11_2019,L6_11,6,4,south,land,3,50,15,2,hay_meadow,8,2019,60,Linda Weggler,59.5,15,1.775276498
L6_11_2020,L6_11,6,4,south,land,3,50,15,2,hay_meadow,8,2020,65,Katharina Beck,75,21,2.154216675
L6_11_2021,L6_11,6,4,south,land,3,50,15,2,hay_meadow,8,2021,70,Markus Bauer,77.5,16,1.9769012
L6_12_2018,L6_12,6,4,south,land,3,50,15,4,dry_grassland,8,2018,70,Simon Reith,71.5,11,0.499035847
L6_12_2019,L6_12,6,4,south,land,3,50,15,4,dry_grassland,8,2019,85,Linda Weggler,91.5,15,0.681271165
L6_12_2020,L6_12,6,4,south,land,3,50,15,4,dry_grassland,8,2020,80,Katharina Beck,90,18,1.069390855
L6_12_2021,L6_12,6,4,south,land,3,50,15,4,dry_grassland,8,2021,70,Markus Bauer,70.5,14,1.604974584
L6_13_2018,L6_13,6,4,south,land,4,0,30,4,dry_grassland,8,2018,25,Simon Reith,28,10,1.836032411
L6_13_2019,L6_13,6,4,south,land,4,0,30,4,dry_grassland,8,2019,70,Linda Weggler,79,15,1.145995327
L6_13_2020,L6_13,6,4,south,land,4,0,30,4,dry_grassland,8,2020,65,Katharina Beck,76,15,2.112575366
L6_13_2021,L6_13,6,4,south,land,4,0,30,4,dry_grassland,8,2021,70,Markus Bauer,72,14,1.657182011
L6_14_2018,L6_14,6,4,south,land,4,0,30,2,hay_meadow,8,2018,20,Simon Reith,17.5,13,1.685067407
L6_14_2019,L6_14,6,4,south,land,4,0,30,2,hay_meadow,8,2019,60,Linda Weggler,58.5,16,1.111203165
L6_14_2020,L6_14,6,4,south,land,4,0,30,2,hay_meadow,8,2020,55,Katharina Beck,58,16,2.013965974
L6_14_2021,L6_14,6,4,south,land,4,0,30,2,hay_meadow,8,2021,70,Markus Bauer,73,24,2.138424692
L6_15_2018,L6_15,6,4,south,land,4,0,30,1,hay_meadow,4,2018,20,Simon Reith,20.5,7,1.449037626
L6_15_2019,L6_15,6,4,south,land,4,0,30,1,hay_meadow,4,2019,60,Linda Weggler,59.5,12,1.527097625
L6_15_2020,L6_15,6,4,south,land,4,0,30,1,hay_meadow,4,2020,75,Katharina Beck,80,18,2.263292601
L6_15_2021,L6_15,6,4,south,land,4,0,30,1,hay_meadow,4,2021,70,Markus Bauer,75,14,1.730990364
L6_16_2018,L6_16,6,4,south,land,4,0,30,3,dry_grassland,4,2018,25,Simon Reith,25.5,11,1.768559249
L6_16_2019,L6_16,6,4,south,land,4,0,30,3,dry_grassland,4,2019,60,Linda Weggler,69.5,18,2.35247184
L6_16_2020,L6_16,6,4,south,land,4,0,30,3,dry_grassland,4,2020,80,Katharina Beck,83,20,1.856395623
L6_16_2021,L6_16,6,4,south,land,4,0,30,3,dry_grassland,4,2021,70,Markus Bauer,72,19,2.427345545
L6_17_2018,L6_17,6,4,south,land,5,25,30,1,hay_meadow,4,2018,20,Simon Reith,16,7,1.246829642
L6_17_2019,L6_17,6,4,south,land,5,25,30,1,hay_meadow,4,2019,60,Linda Weggler,68,17,2.259987045
L6_17_2020,L6_17,6,4,south,land,5,25,30,1,hay_meadow,4,2020,70,Katharina Beck,80,21,2.068617367
L6_17_2021,L6_17,6,4,south,land,5,25,30,1,hay_meadow,4,2021,70,Markus Bauer,77,13,2.083457824
L6_18_2018,L6_18,6,4,south,land,5,25,30,4,dry_grassland,8,2018,20,Simon Reith,19.5,18,2.504419064
L6_18_2019,L6_18,6,4,south,land,5,25,30,4,dry_grassland,8,2019,60,Linda Weggler,62,19,2.146577502
L6_18_2020,L6_18,6,4,south,land,5,25,30,4,dry_grassland,8,2020,65,Katharina Beck,65.5,20,2.288214021
L6_18_2021,L6_18,6,4,south,land,5,25,30,4,dry_grassland,8,2021,70,Markus Bauer,72.5,17,2.104465687
L6_19_2018,L6_19,6,4,south,land,5,25,30,2,hay_meadow,8,2018,25,Simon Reith,30.5,11,1.678081744
L6_19_2019,L6_19,6,4,south,land,5,25,30,2,hay_meadow,8,2019,60,Linda Weggler,65,14,1.860445957
L6_19_2020,L6_19,6,4,south,land,5,25,30,2,hay_meadow,8,2020,60,Katharina Beck,63,21,2.01141639
L6_19_2021,L6_19,6,4,south,land,5,25,30,2,hay_meadow,8,2021,70,Markus Bauer,71,17,2.221347716
L6_20_2018,L6_20,6,4,south,land,5,25,30,3,dry_grassland,4,2018,35,Simon Reith,32,13,2.182995977
L6_20_2019,L6_20,6,4,south,land,5,25,30,3,dry_grassland,4,2019,70,Linda Weggler,83,14,1.297420666
L6_20_2020,L6_20,6,4,south,land,5,25,30,3,dry_grassland,4,2020,65,Katharina Beck,75,16,2.082546297
L6_20_2021,L6_20,6,4,south,land,5,25,30,3,dry_grassland,4,2021,60,Markus Bauer,65.5,14,1.826446015
L6_21_2018,L6_21,6,4,south,land,6,50,30,3,dry_grassland,4,2018,75,Simon Reith,78,8,0.467447096
L6_21_2019,L6_21,6,4,south,land,6,50,30,3,dry_grassland,4,2019,80,Linda Weggler,86.5,15,1.226815194
L6_21_2020,L6_21,6,4,south,land,6,50,30,3,dry_grassland,4,2020,70,Katharina Beck,78,15,2.175475501
L6_21_2021,L6_21,6,4,south,land,6,50,30,3,dry_grassland,4,2021,80,Markus Bauer,89,14,1.869450288
L6_22_2018,L6_22,6,4,south,land,6,50,30,2,hay_meadow,8,2018,75,Simon Reith,78,8,0.467447096
L6_22_2019,L6_22,6,4,south,land,6,50,30,2,hay_meadow,8,2019,70,Linda Weggler,73,13,1.125465489
L6_22_2020,L6_22,6,4,south,land,6,50,30,2,hay_meadow,8,2020,60,Katharina Beck,55.5,18,2.000921789
L6_22_2021,L6_22,6,4,south,land,6,50,30,2,hay_meadow,8,2021,80,Markus Bauer,85,16,2.05264845
L6_23_2018,L6_23,6,4,south,land,6,50,30,4,dry_grassland,8,2018,80,Simon Reith,86,9,0.581379931
L6_23_2019,L6_23,6,4,south,land,6,50,30,4,dry_grassland,8,2019,90,Linda Weggler,91,9,0.783037361
L6_23_2020,L6_23,6,4,south,land,6,50,30,4,dry_grassland,8,2020,70,Katharina Beck,90,19,1.150738158
L6_23_2021,L6_23,6,4,south,land,6,50,30,4,dry_grassland,8,2021,80,Markus Bauer,86,12,1.354275777
L6_24_2018,L6_24,6,4,south,land,6,50,30,1,hay_meadow,4,2018,60,Simon Reith,65.5,10,0.962495268
L6_24_2019,L6_24,6,4,south,land,6,50,30,1,hay_meadow,4,2019,70,Linda Weggler,76,13,1.607573781
L6_24_2020,L6_24,6,4,south,land,6,50,30,1,hay_meadow,4,2020,60,Katharina Beck,61,17,1.902922788
L6_24_2021,L6_24,6,4,south,land,6,50,30,1,hay_meadow,4,2021,80,Markus Bauer,82.5,14,2.154266965
W1_01_2018,W1_01,1,4,north,water,1,0,15,3,dry_grassland,4,2018,70,Simon Reith,71,9,0.672197361
W1_01_2019,W1_01,1,4,north,water,1,0,15,3,dry_grassland,4,2019,70,Jakob Huber,79.5,24,2.080451019
W1_01_2020,W1_01,1,4,north,water,1,0,15,3,dry_grassland,4,2020,90,Katharina Beck,104.5,26,2.252992208
W1_01_2021,W1_01,1,4,north,water,1,0,15,3,dry_grassland,4,2021,100,Markus Bauer,103,26,2.67281986
W1_02_2018,W1_02,1,4,north,water,1,0,15,4,dry_grassland,8,2018,60,Simon Reith,62,12,0.605781423
W1_02_2019,W1_02,1,4,north,water,1,0,15,4,dry_grassland,8,2019,85,Jakob Huber,94.5,32,1.881752059
W1_02_2020,W1_02,1,4,north,water,1,0,15,4,dry_grassland,8,2020,90,Katharina Beck,99.5,30,2.042609152
W1_02_2021,W1_02,1,4,north,water,1,0,15,4,dry_grassland,8,2021,100,Markus Bauer,102,28,2.691398206
W1_03_2018,W1_03,1,4,north,water,1,0,15,1,hay_meadow,4,2018,65,Simon Reith,67.5,13,0.608651174
W1_03_2019,W1_03,1,4,north,water,1,0,15,1,hay_meadow,4,2019,90,Jakob Huber,93,28,2.358412383
W1_03_2020,W1_03,1,4,north,water,1,0,15,1,hay_meadow,4,2020,90,Katharina Beck,99.5,26,2.516989363
W1_03_2021,W1_03,1,4,north,water,1,0,15,1,hay_meadow,4,2021,100,Markus Bauer,110,30,2.423708104
W1_04_2018,W1_04,1,4,north,water,1,0,15,2,hay_meadow,8,2018,65,Simon Reith,68.5,12,0.645606006
W1_04_2019,W1_04,1,4,north,water,1,0,15,2,hay_meadow,8,2019,85,Jakob Huber,100.5,27,1.985391349
W1_04_2020,W1_04,1,4,north,water,1,0,15,2,hay_meadow,8,2020,90,Katharina Beck,96,27,2.231777891
W1_04_2021,W1_04,1,4,north,water,1,0,15,2,hay_meadow,8,2021,100,Markus Bauer,100.5,19,1.947014728
W1_05_2018,W1_05,1,4,north,water,2,25,15,2,hay_meadow,8,2018,60,Simon Reith,67,18,1.167700966
W1_05_2019,W1_05,1,4,north,water,2,25,15,2,hay_meadow,8,2019,85,Jakob Huber,102.5,26,2.065189507
W1_05_2020,W1_05,1,4,north,water,2,25,15,2,hay_meadow,8,2020,80,Katharina Beck,101.5,27,1.805589532
W1_05_2021,W1_05,1,4,north,water,2,25,15,2,hay_meadow,8,2021,100,Markus Bauer,120,26,2.561893634
W1_06_2018,W1_06,1,4,north,water,2,25,15,4,dry_grassland,8,2018,60,Simon Reith,63,15,1.005347555
W1_06_2019,W1_06,1,4,north,water,2,25,15,4,dry_grassland,8,2019,90,Jakob Huber,107.5,21,1.528511159
W1_06_2020,W1_06,1,4,north,water,2,25,15,4,dry_grassland,8,2020,95,Katharina Beck,112,27,2.202607283
W1_06_2021,W1_06,1,4,north,water,2,25,15,4,dry_grassland,8,2021,100,Markus Bauer,100,28,2.830045177
W1_07_2018,W1_07,1,4,north,water,2,25,15,1,hay_meadow,4,2018,50,Simon Reith,55,18,0.968407204
W1_07_2019,W1_07,1,4,north,water,2,25,15,1,hay_meadow,4,2019,75,Jakob Huber,92,29,2.121879729
W1_07_2020,W1_07,1,4,north,water,2,25,15,1,hay_meadow,4,2020,85,Katharina Beck,100.5,30,2.287052853
W1_07_2021,W1_07,1,4,north,water,2,25,15,1,hay_meadow,4,2021,100,Markus Bauer,99,24,2.581947613
W1_08_2018,W1_08,1,4,north,water,2,25,15,3,dry_grassland,4,2018,45,Simon Reith,50,19,1.345513233
W1_08_2019,W1_08,1,4,north,water,2,25,15,3,dry_grassland,4,2019,85,Jakob Huber,99.5,33,2.441975122
W1_08_2020,W1_08,1,4,north,water,2,25,15,3,dry_grassland,4,2020,75,Katharina Beck,82.5,32,2.647038788
W1_08_2021,W1_08,1,4,north,water,2,25,15,3,dry_grassland,4,2021,90,Markus Bauer,110,32,2.857118663
W1_09_2018,W1_09,1,4,north,water,3,50,15,4,dry_grassland,8,2018,50,Simon Reith,50,19,1.345513233
W1_09_2019,W1_09,1,4,north,water,3,50,15,4,dry_grassland,8,2019,85,Jakob Huber,104,33,1.839464211
W1_09_2020,W1_09,1,4,north,water,3,50,15,4,dry_grassland,8,2020,70,Katharina Beck,82,33,2.928480402
W1_09_2021,W1_09,1,4,north,water,3,50,15,4,dry_grassland,8,2021,90,Markus Bauer,95.5,35,2.841889275
W1_10_2018,W1_10,1,4,north,water,3,50,15,2,hay_meadow,8,2018,60,Simon Reith,66,20,1.432841238
W1_10_2019,W1_10,1,4,north,water,3,50,15,2,hay_meadow,8,2019,75,Jakob Huber,88,25,1.489024903
W1_10_2020,W1_10,1,4,north,water,3,50,15,2,hay_meadow,8,2020,85,Katharina Beck,103.5,28,2.476631488
W1_10_2021,W1_10,1,4,north,water,3,50,15,2,hay_meadow,8,2021,90,Markus Bauer,93,28,2.398632716
W1_11_2018,W1_11,1,4,north,water,3,50,15,3,dry_grassland,4,2018,50,Simon Reith,55,18,0.968407204
W1_11_2019,W1_11,1,4,north,water,3,50,15,3,dry_grassland,4,2019,75,Jakob Huber,80,32,2.48180102
W1_11_2020,W1_11,1,4,north,water,3,50,15,3,dry_grassland,4,2020,90,Katharina Beck,104,35,2.320872838
W1_11_2021,W1_11,1,4,north,water,3,50,15,3,dry_grassland,4,2021,80,Markus Bauer,87.5,30,2.15996771
W1_12_2018,W1_12,1,4,north,water,3,50,15,1,hay_meadow,4,2018,45,Simon Reith,50,18,1.044097104
W1_12_2019,W1_12,1,4,north,water,3,50,15,1,hay_meadow,4,2019,65,Jakob Huber,66.5,32,2.630887604
W1_12_2020,W1_12,1,4,north,water,3,50,15,1,hay_meadow,4,2020,65,Katharina Beck,82.5,32,2.557734625
W1_12_2021,W1_12,1,4,north,water,3,50,15,1,hay_meadow,4,2021,90,Markus Bauer,95,29,2.675623152
W1_13_2018,W1_13,1,4,north,water,4,0,30,1,hay_meadow,4,2018,65,Simon Reith,72.5,16,0.612737339
W1_13_2019,W1_13,1,4,north,water,4,0,30,1,hay_meadow,4,2019,75,Jakob Huber,84.5,31,1.864303718
W1_13_2020,W1_13,1,4,north,water,4,0,30,1,hay_meadow,4,2020,70,Katharina Beck,82.5,37,2.723147609
W1_13_2021,W1_13,1,4,north,water,4,0,30,1,hay_meadow,4,2021,80,Markus Bauer,97,28,2.337461678
W1_14_2018,W1_14,1,4,north,water,4,0,30,3,dry_grassland,4,2018,65,Simon Reith,69.5,10,0.382103584
W1_14_2019,W1_14,1,4,north,water,4,0,30,3,dry_grassland,4,2019,70,Jakob Huber,89,31,2.262274412
W1_14_2020,W1_14,1,4,north,water,4,0,30,3,dry_grassland,4,2020,75,Katharina Beck,92.5,34,2.475731367
W1_14_2021,W1_14,1,4,north,water,4,0,30,3,dry_grassland,4,2021,90,Markus Bauer,97,30,2.728826553
W1_15_2018,W1_15,1,4,north,water,4,0,30,4,dry_grassland,8,2018,50,Simon Reith,52.5,13,0.744169419
W1_15_2019,W1_15,1,4,north,water,4,0,30,4,dry_grassland,8,2019,70,Jakob Huber,87.5,37,2.666955362
W1_15_2020,W1_15,1,4,north,water,4,0,30,4,dry_grassland,8,2020,70,Katharina Beck,86.5,29,2.412968044
W1_15_2021,W1_15,1,4,north,water,4,0,30,4,dry_grassland,8,2021,80,Markus Bauer,91.5,30,2.487533645
W1_16_2018,W1_16,1,4,north,water,4,0,30,2,hay_meadow,8,2018,50,Simon Reith,52.5,16,0.796980633
W1_16_2019,W1_16,1,4,north,water,4,0,30,2,hay_meadow,8,2019,80,Jakob Huber,78.5,32,2.56074423
W1_16_2020,W1_16,1,4,north,water,4,0,30,2,hay_meadow,8,2020,70,Katharina Beck,81.5,36,2.847643718
W1_16_2021,W1_16,1,4,north,water,4,0,30,2,hay_meadow,8,2021,90,Markus Bauer,109.5,36,2.9626408
W1_17_2018,W1_17,1,4,north,water,5,25,30,3,dry_grassland,4,2018,40,Simon Reith,44,16,1.034838583
W1_17_2019,W1_17,1,4,north,water,5,25,30,3,dry_grassland,4,2019,70,Jakob Huber,82.5,34,2.632675888
W1_17_2020,W1_17,1,4,north,water,5,25,30,3,dry_grassland,4,2020,80,Katharina Beck,96.5,41,2.997817873
W1_17_2021,W1_17,1,4,north,water,5,25,30,3,dry_grassland,4,2021,90,Markus Bauer,96,38,2.747398023
W1_18_2018,W1_18,1,4,north,water,5,25,30,4,dry_grassland,8,2018,35,Simon Reith,40,17,1.514807159
W1_18_2019,W1_18,1,4,north,water,5,25,30,4,dry_grassland,8,2019,75,Jakob Huber,73.5,19,2.160351269
W1_18_2020,W1_18,1,4,north,water,5,25,30,4,dry_grassland,8,2020,90,Katharina Beck,107.5,35,2.749781354
W1_18_2021,W1_18,1,4,north,water,5,25,30,4,dry_grassland,8,2021,90,Markus Bauer,102,32,1.627792097
W1_19_2018,W1_19,1,4,north,water,5,25,30,1,hay_meadow,4,2018,30,Simon Reith,32.5,18,1.653604002
W1_19_2019,W1_19,1,4,north,water,5,25,30,1,hay_meadow,4,2019,80,Jakob Huber,89.5,27,1.781351698
W1_19_2020,W1_19,1,4,north,water,5,25,30,1,hay_meadow,4,2020,60,Katharina Beck,76,40,2.957469728
W1_19_2021,W1_19,1,4,north,water,5,25,30,1,hay_meadow,4,2021,90,Markus Bauer,92.5,45,3.085633931
W1_20_2018,W1_20,1,4,north,water,5,25,30,2,hay_meadow,8,2018,40,Simon Reith,41,20,1.343233257
W1_20_2019,W1_20,1,4,north,water,5,25,30,2,hay_meadow,8,2019,75,Jakob Huber,80,27,2.117792094
W1_20_2020,W1_20,1,4,north,water,5,25,30,2,hay_meadow,8,2020,75,Katharina Beck,94.5,37,2.360860866
W1_20_2021,W1_20,1,4,north,water,5,25,30,2,hay_meadow,8,2021,90,Markus Bauer,98,28,2.32103674
W1_21_2018,W1_21,1,4,north,water,6,50,30,4,dry_grassland,8,2018,30,Simon Reith,32.5,14,1.597529664
W1_21_2019,W1_21,1,4,north,water,6,50,30,4,dry_grassland,8,2019,85,Jakob Huber,95.5,28,1.523989422
W1_21_2020,W1_21,1,4,north,water,6,50,30,4,dry_grassland,8,2020,75,Katharina Beck,93,33,2.619365972
W1_21_2021,W1_21,1,4,north,water,6,50,30,4,dry_grassland,8,2021,100,Markus Bauer,105,41,2.969966505
W1_22_2018,W1_22,1,4,north,water,6,50,30,2,hay_meadow,8,2018,35,Simon Reith,36,20,1.482967123
W1_22_2019,W1_22,1,4,north,water,6,50,30,2,hay_meadow,8,2019,80,Jakob Huber,94,25,1.566064441
